                               Labor Force Data by County, 2010 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN0108300000000   01     083   Limestone County, AL                              2010        39,706       36,510      3,196      8.0
CN0108500000000   01     085   Lowndes County, AL                                2010         4,321        3,628        693     16.0
CN0108700000000   01     087   Macon County, AL                                  2010         9,114        7,970      1,144     12.6
CN0108900000000   01     089   Madison County, AL                                2010       171,543      159,163     12,380      7.2
CN0109100000000   01     091   Marengo County, AL                                2010         8,040        7,066        974     12.1
CN0109300000000   01     093   Marion County, AL                                 2010        11,996       10,425      1,571     13.1
CN0109500000000   01     095   Marshall County, AL                               2010        41,287       37,799      3,488      8.4
CN0109700000000   01     097   Mobile County, AL                                 2010       190,224      171,238     18,986     10.0
CN0109900000000   01     099   Monroe County, AL                                 2010         8,148        6,768      1,380     16.9
CN0110100000000   01     101   Montgomery County, AL                             2010       105,254       95,724      9,530      9.1
CN0110300000000   01     103   Morgan County, AL                                 2010        57,110       51,736      5,374      9.4
CN0110500000000   01     105   Perry County, AL                                  2010         3,617        3,045        572     15.8
CN0110700000000   01     107   Pickens County, AL                                2010         7,914        7,029        885     11.2
CN0110900000000   01     109   Pike County, AL                                   2010        16,065       14,780      1,285      8.0
CN0111100000000   01     111   Randolph County, AL                               2010         9,109        7,979      1,130     12.4
CN0111300000000   01     113   Russell County, AL                                2010        22,474       20,203      2,271     10.1
CN0111500000000   01     115   St. Clair County, AL                              2010        37,422       34,069      3,353      9.0
CN0111700000000   01     117   Shelby County, AL                                 2010       101,873       94,993      6,880      6.8
CN0111900000000   01     119   Sumter County, AL                                 2010         4,730        4,058        672     14.2
CN0112100000000   01     121   Talladega County, AL                              2010        36,774       32,592      4,182     11.4
CN0112300000000   01     123   Tallapoosa County, AL                             2010        17,666       15,434      2,232     12.6
CN0112500000000   01     125   Tuscaloosa County, AL                             2010        91,272       83,695      7,577      8.3
CN0112700000000   01     127   Walker County, AL                                 2010        27,649       24,742      2,907     10.5
CN0112900000000   01     129   Washington County, AL                             2010         7,013        6,099        914     13.0
CN0113100000000   01     131   Wilcox County, AL                                 2010         3,359        2,655        704     21.0
CN0113300000000   01     133   Winston County, AL                                2010         9,304        7,925      1,379     14.8
CN0201300000000   02     013   Aleutians East Borough, AK                        2010         1,091          977        114     10.4
CN0201600000000   02     016   Aleutians West Census Area, AK                    2010         2,941        2,737        204      6.9
CN0202000000000   02     020   Anchorage Borough/municipality, AK                2010       156,064      145,476     10,588      6.8
CN0205000000000   02     050   Bethel Census Area, AK                            2010         7,086        6,032      1,054     14.9
CN0206000000000   02     060   Bristol Bay Borough, AK                           2010         1,050        1,000         50      4.8
CN0206800000000   02     068   Denali Borough, AK                                2010         1,359        1,238        121      8.9
CN0207000000000   02     070   Dillingham Census Area, AK                        2010         2,095        1,883        212     10.1
CN0209000000000   02     090   Fairbanks North Star Borough, AK                  2010        46,739       43,494      3,245      6.9
CN0210000000000   02     100   Haines Borough, AK                                2010         1,357        1,234        123      9.1
CN0210500000000   02     105   Hoonah-Angoon Census Area, AK                     2010         1,073          904        169     15.8
CN0211000000000   02     110   Juneau Borough/city, AK                           2010        18,405       17,343      1,062      5.8
CN0212200000000   02     122   Kenai Peninsula Borough, AK                       2010        27,118       24,398      2,720     10.0
CN0213000000000   02     130   Ketchikan Gateway Borough, AK                     2010         8,157        7,530        627      7.7
CN0215000000000   02     150   Kodiak Island Borough, AK                         2010         6,646        6,168        478      7.2
CN0216400000000   02     164   Lake and Peninsula Borough, AK                    2010         1,093        1,006         87      8.0
CN0217000000000   02     170   Matanuska-Susitna Borough, AK                     2010        42,542       38,674      3,868      9.1
CN0218000000000   02     180   Nome Census Area, AK                              2010         4,096        3,576        520     12.7
CN0218500000000   02     185   North Slope Borough, AK                           2010         5,373        5,054        319      5.9
CN0218800000000   02     188   Northwest Arctic Borough, AK                      2010         3,040        2,641        399     13.1
CN0220100000000   02     201   Prince of Wales-Outer Ketchikan Census Area, AK   2010         2,456        2,093        363     14.8
CN0222000000000   02     220   Sitka Borough/city, AK                            2010         4,522        4,233        289      6.4
CN0223000000000   02     230   Skagway Municipality, AK                          2010           669          579         90     13.5
CN0224000000000   02     240   Southeast Fairbanks Census Area, AK               2010         3,556        3,173        383     10.8
CN0226100000000   02     261   Valdez-Cordova Census Area, AK                    2010         5,147        4,688        459      8.9
CN0227000000000   02     270   Wade Hampton Census Area, AK                      2010         2,685        2,140        545     20.3
CN0228000000000   02     280   Wrangell-Petersburg Census Area, AK               2010         2,764        2,471        293     10.6
CN0228200000000   02     282   Yakutat Borough/city, AK                          2010           298          266         32     10.7
CN0229000000000   02     290   Yukon-Koyukuk Census Area, AK                     2010         2,977        2,532        445     14.9
CN0400100000000   04     001   Apache County, AZ                                 2010        22,755       18,886      3,869     17.0
CN0400300000000   04     003   Cochise County, AZ                                2010        63,034       57,511      5,523      8.8
CN0400500000000   04     005   Coconino County, AZ                               2010        75,016       67,771      7,245      9.7
CN0400700000000   04     007   Gila County, AZ                                   2010        23,292       20,551      2,741     11.8
CN0400900000000   04     009   Graham County, AZ                                 2010        14,789       12,690      2,099     14.2
CN0401100000000   04     011   Greenlee County, AZ                               2010         4,115        3,647        468     11.4
CN0401200000000   04     012   La Paz County, AZ                                 2010         7,668        6,858        810     10.6
CN0401300000000   04     013   Maricopa County, AZ                               2010     1,933,688    1,748,954    184,734      9.6
CN0401500000000   04     015   Mohave County, AZ                                 2010        91,156       80,330     10,826     11.9
CN0401700000000   04     017   Navajo County, AZ                                 2010        41,017       34,486      6,531     15.9
CN0401900000000   04     019   Pima County, AZ                                   2010       479,673      434,663     45,010      9.4
CN0402100000000   04     021   Pinal County, AZ                                  2010       143,000      126,379     16,621     11.6
CN0402300000000   04     023   Santa Cruz County, AZ                             2010        18,776       15,573      3,203     17.1
CN0402500000000   04     025   Yavapai County, AZ                                2010        95,885       85,453     10,432     10.9
CN0402700000000   04     027   Yuma County, AZ                                   2010        90,162       66,576     23,586     26.2
CN0500100000000   05     001   Arkansas County, AR                               2010        12,062       10,036      2,026     16.8
CN0500300000000   05     003   Ashley County, AR                                 2010         9,251        8,311        940     10.2
CN0500500000000   05     005   Baxter County, AR                                 2010        17,026       15,528      1,498      8.8
CN0500700000000   05     007   Benton County, AR                                 2010       106,491       99,724      6,767      6.4
CN0500900000000   05     009   Boone County, AR                                  2010        16,939       15,694      1,245      7.3
CN0501100000000   05     011   Bradley County, AR                                2010         5,353        4,833        520      9.7
CN0501300000000   05     013   Calhoun County, AR                                2010         2,581        2,348        233      9.0
CN0501500000000   05     015   Carroll County, AR                                2010        13,575       12,689        886      6.5
CN0501700000000   05     017   Chicot County, AR                                 2010         4,494        3,980        514     11.4
CN0501900000000   05     019   Clark County, AR                                  2010        11,025       10,185        840      7.6
CN0502100000000   05     021   Clay County, AR                                   2010         6,341        5,553        788     12.4
CN0502300000000   05     023   Cleburne County, AR                               2010        11,661       10,803        858      7.4
CN0502500000000   05     025   Cleveland County, AR                              2010         4,127        3,798        329      8.0
CN0502700000000   05     027   Columbia County, AR                               2010        10,870        9,874        996      9.2
CN0502900000000   05     029   Conway County, AR                                 2010        10,137        9,296        841      8.3
CN0503100000000   05     031   Craighead County, AR                              2010        47,352       43,939      3,413      7.2
CN0503300000000   05     033   Crawford County, AR                               2010        28,266       26,078      2,188      7.7
CN0503500000000   05     035   Crittenden County, AR                             2010        20,742       18,386      2,356     11.4
CN0503700000000   05     037   Cross County, AR                                  2010         8,088        7,401        687      8.5
CN0503900000000   05     039   Dallas County, AR                                 2010         3,812        3,392        420     11.0
CN0504100000000   05     041   Desha County, AR                                  2010         5,363        4,736        627     11.7
CN0504300000000   05     043   Drew County, AR                                   2010         8,232        7,339        893     10.8
CN0504500000000   05     045   Faulkner County, AR                               2010        57,262       53,164      4,098      7.2
CN0504700000000   05     047   Franklin County, AR                               2010         8,061        7,500        561      7.0
CN0504900000000   05     049   Fulton County, AR                                 2010         5,232        4,843        389      7.4
CN0505100000000   05     051   Garland County, AR                                2010        42,059       38,677      3,382      8.0
CN0505300000000   05     053   Grant County, AR                                  2010         8,364        7,783        581      6.9
CN0505500000000   05     055   Greene County, AR                                 2010        18,101       16,270      1,831     10.1
CN0505700000000   05     057   Hempstead County, AR                              2010        10,460        9,499        961      9.2
CN0505900000000   05     059   Hot Spring County, AR                             2010        15,341       14,149      1,192      7.8
CN0506100000000   05     061   Howard County, AR                                 2010         5,928        5,440        488      8.2
CN0506300000000   05     063   Independence County, AR                           2010        17,025       15,590      1,435      8.4
CN0506500000000   05     065   Izard County, AR                                  2010         5,282        4,777        505      9.6
CN0506700000000   05     067   Jackson County, AR                                2010         7,288        6,497        791     10.9
CN0506900000000   05     069   Jefferson County, AR                              2010        34,799       31,377      3,422      9.8
CN0507100000000   05     071   Johnson County, AR                                2010        11,520       10,652        868      7.5
CN0507300000000   05     073   Lafayette County, AR                              2010         2,918        2,628        290      9.9
CN0507500000000   05     075   Lawrence County, AR                               2010         7,334        6,656        678      9.2
CN0507700000000   05     077   Lee County, AR                                    2010         3,285        2,956        329     10.0
CN0507900000000   05     079   Lincoln County, AR                                2010         5,123        4,653        470      9.2
CN0508100000000   05     081   Little River County, AR                           2010         6,163        5,700        463      7.5
CN0508300000000   05     083   Logan County, AR                                  2010         9,899        9,091        808      8.2
CN0508500000000   05     085   Lonoke County, AR                                 2010        32,601       30,417      2,184      6.7
CN0508700000000   05     087   Madison County, AR                                2010         7,377        6,884        493      6.7
CN0508900000000   05     089   Marion County, AR                                 2010         6,463        5,809        654     10.1
CN0509100000000   05     091   Miller County, AR                                 2010        20,103       18,976      1,127      5.6
CN0509300000000   05     093   Mississippi County, AR                            2010        20,742       18,309      2,433     11.7
CN0509500000000   05     095   Monroe County, AR                                 2010         3,506        3,203        303      8.6
CN0509700000000   05     097   Montgomery County, AR                             2010         4,122        3,792        330      8.0
CN0509900000000   05     099   Nevada County, AR                                 2010         4,109        3,730        379      9.2
CN0510100000000   05     101   Newton County, AR                                 2010         3,477        3,228        249      7.2
CN0510300000000   05     103   Ouachita County, AR                               2010        12,049       11,016      1,033      8.6
CN0510500000000   05     105   Perry County, AR                                  2010         4,700        4,314        386      8.2
CN0510700000000   05     107   Phillips County, AR                               2010         8,628        7,766        862     10.0
CN0510900000000   05     109   Pike County, AR                                   2010         4,895        4,470        425      8.7
CN0511100000000   05     111   Poinsett County, AR                               2010        10,520        9,569        951      9.0
CN0511300000000   05     113   Polk County, AR                                   2010         8,382        7,740        642      7.7
CN0511500000000   05     115   Pope County, AR                                   2010        29,838       27,539      2,299      7.7
CN0511700000000   05     117   Prairie County, AR                                2010         3,989        3,638        351      8.8
CN0511900000000   05     119   Pulaski County, AR                                2010       187,048      173,856     13,192      7.1
CN0512100000000   05     121   Randolph County, AR                               2010         7,542        6,826        716      9.5
CN0512300000000   05     123   St. Francis County, AR                            2010        10,040        8,979      1,061     10.6
CN0512500000000   05     125   Saline County, AR                                 2010        52,254       48,821      3,433      6.6
CN0512700000000   05     127   Scott County, AR                                  2010         4,645        4,324        321      6.9
CN0512900000000   05     129   Searcy County, AR                                 2010         3,471        3,171        300      8.6
CN0513100000000   05     131   Sebastian County, AR                              2010        60,329       55,911      4,418      7.3
CN0513300000000   05     133   Sevier County, AR                                 2010         7,495        7,020        475      6.3
CN0513500000000   05     135   Sharp County, AR                                  2010         6,273        5,680        593      9.5
CN0513700000000   05     137   Stone County, AR                                  2010         4,576        4,175        401      8.8
CN0513900000000   05     139   Union County, AR                                  2010        17,814       15,946      1,868     10.5
CN0514100000000   05     141   Van Buren County, AR                              2010         6,983        6,287        696     10.0
CN0514300000000   05     143   Washington County, AR                             2010       101,700       95,351      6,349      6.2
CN0514500000000   05     145   White County, AR                                  2010        34,040       31,164      2,876      8.4
CN0514700000000   05     147   Woodruff County, AR                               2010         3,254        2,891        363     11.2
CN0514900000000   05     149   Yell County, AR                                   2010        10,160        9,461        699      6.9
CN0600100000000   06     001   Alameda County, CA                                2010       761,978      676,047     85,931     11.3
CN0600300000000   06     003   Alpine County, CA                                 2010           454          384         70     15.4
CN0600500000000   06     005   Amador County, CA                                 2010        17,534       15,210      2,324     13.3
CN0600700000000   06     007   Butte County, CA                                  2010       103,732       89,318     14,414     13.9
CN0600900000000   06     009   Calaveras County, CA                              2010        20,136       17,064      3,072     15.3
CN0601100000000   06     011   Colusa County, CA                                 2010        12,009        9,580      2,429     20.2
CN0601300000000   06     013   Contra Costa County, CA                           2010       523,805      465,486     58,319     11.1
CN0601500000000   06     015   Del Norte County, CA                              2010        11,715       10,175      1,540     13.1
CN0601700000000   06     017   El Dorado County, CA                              2010        91,928       80,469     11,459     12.5
CN0601900000000   06     019   Fresno County, CA                                 2010       440,576      366,324     74,252     16.9
CN0602100000000   06     021   Glenn County, CA                                  2010        12,939       10,880      2,059     15.9
CN0602300000000   06     023   Humboldt County, CA                               2010        61,431       54,408      7,023     11.4
CN0602500000000   06     025   Imperial County, CA                               2010        77,325       54,193     23,132     29.9
CN0602700000000   06     027   Inyo County, CA                                   2010         9,575        8,615        960     10.0
CN0602900000000   06     029   Kern County, CA                                   2010       373,708      314,331     59,377     15.9
CN0603100000000   06     031   Kings County, CA                                  2010        61,481       51,314     10,167     16.5
CN0603300000000   06     033   Lake County, CA                                   2010        25,660       21,108      4,552     17.7
CN0603500000000   06     035   Lassen County, CA                                 2010        13,805       11,868      1,937     14.0
CN0603700000000   06     037   Los Angeles County, CA                            2010     4,911,883    4,294,202    617,681     12.6
CN0603900000000   06     039   Madera County, CA                                 2010        67,327       56,817     10,510     15.6
CN0604100000000   06     041   Marin County, CA                                  2010       133,247      122,558     10,689      8.0
CN0604300000000   06     043   Mariposa County, CA                               2010         9,612        8,473      1,139     11.8
CN0604500000000   06     045   Mendocino County, CA                              2010        43,347       38,461      4,886     11.3
CN0604700000000   06     047   Merced County, CA                                 2010       109,452       88,847     20,605     18.8
CN0604900000000   06     049   Modoc County, CA                                  2010         4,090        3,501        589     14.4
CN0605100000000   06     051   Mono County, CA                                   2010         8,866        7,955        911     10.3
CN0605300000000   06     053   Monterey County, CA                               2010       221,145      193,111     28,034     12.7
CN0605500000000   06     055   Napa County, CA                                   2010        75,803       68,471      7,332      9.7
CN0605700000000   06     057   Nevada County, CA                                 2010        50,919       45,126      5,793     11.4
CN0605900000000   06     059   Orange County, CA                                 2010     1,592,498    1,441,499    150,999      9.5
CN0606100000000   06     061   Placer County, CA                                 2010       176,898      156,607     20,291     11.5
CN0606300000000   06     063   Plumas County, CA                                 2010        10,078        8,390      1,688     16.7
CN0606500000000   06     065   Riverside County, CA                              2010       938,419      802,252    136,167     14.5
CN0606700000000   06     067   Sacramento County, CA                             2010       682,624      595,710     86,914     12.7
CN0606900000000   06     069   San Benito County, CA                             2010        26,070       21,573      4,497     17.2
CN0607100000000   06     071   San Bernardino County, CA                         2010       861,498      739,432    122,066     14.2
CN0607300000000   06     073   San Diego County, CA                              2010     1,574,073    1,408,166    165,907     10.5
CN0607500000000   06     075   San Francisco County/city, CA                     2010       457,008      413,291     43,717      9.6
CN0607700000000   06     077   San Joaquin County, CA                            2010       301,119      249,063     52,056     17.3
CN0607900000000   06     079   San Luis Obispo County, CA                        2010       138,308      124,611     13,697      9.9
CN0608100000000   06     081   San Mateo County, CA                              2010       375,247      342,370     32,877      8.8
CN0608300000000   06     083   Santa Barbara County, CA                          2010       222,583      201,724     20,859      9.4
CN0608500000000   06     085   Santa Clara County, CA                            2010       881,627      784,677     96,950     11.0
CN0608700000000   06     087   Santa Cruz County, CA                             2010       150,078      131,123     18,955     12.6
CN0608900000000   06     089   Shasta County, CA                                 2010        84,521       71,208     13,313     15.8
CN0609100000000   06     091   Sierra County, CA                                 2010         1,619        1,370        249     15.4
CN0609300000000   06     093   Siskiyou County, CA                               2010        20,091       16,758      3,333     16.6
CN0609500000000   06     095   Solano County, CA                                 2010       214,824      188,959     25,865     12.0
CN0609700000000   06     097   Sonoma County, CA                                 2010       256,290      229,466     26,824     10.5
CN0609900000000   06     099   Stanislaus County, CA                             2010       239,821      198,307     41,514     17.3
CN0610100000000   06     101   Sutter County, CA                                 2010        43,063       34,677      8,386     19.5
CN0610300000000   06     103   Tehama County, CA                                 2010        25,583       21,586      3,997     15.6
CN0610500000000   06     105   Trinity County, CA                                2010         5,076        4,142        934     18.4
CN0610700000000   06     107   Tulare County, CA                                 2010       208,703      173,422     35,281     16.9
CN0610900000000   06     109   Tuolumne County, CA                               2010        25,804       22,236      3,568     13.8
CN0611100000000   06     111   Ventura County, CA                                2010       435,155      388,147     47,008     10.8
CN0611300000000   06     113   Yolo County, CA                                   2010        98,405       85,890     12,515     12.7
CN0611500000000   06     115   Yuba County, CA                                   2010        27,973       22,598      5,375     19.2
CN0800100000000   08     001   Adams County, CO                                  2010       231,095      207,347     23,748     10.3
CN0800300000000   08     003   Alamosa County, CO                                2010         8,794        8,107        687      7.8
CN0800500000000   08     005   Arapahoe County, CO                               2010       318,500      290,515     27,985      8.8
CN0800700000000   08     007   Archuleta County, CO                              2010         6,228        5,596        632     10.1
CN0800900000000   08     009   Baca County, CO                                   2010         2,460        2,354        106      4.3
CN0801100000000   08     011   Bent County, CO                                   2010         2,577        2,367        210      8.1
CN0801300000000   08     013   Boulder County, CO                                2010       175,096      162,917     12,179      7.0
CN0801400000000   08     014   Broomfield County/city, CO                        2010        30,831       28,404      2,427      7.9
CN0801500000000   08     015   Chaffee County, CO                                2010         8,440        7,762        678      8.0
CN0801700000000   08     017   Cheyenne County, CO                               2010         1,337        1,293         44      3.3
CN0801900000000   08     019   Clear Creek County, CO                            2010         5,681        5,208        473      8.3
CN0802100000000   08     021   Conejos County, CO                                2010         3,889        3,522        367      9.4
CN0802300000000   08     023   Costilla County, CO                               2010         1,414        1,246        168     11.9
CN0802500000000   08     025   Crowley County, CO                                2010         1,793        1,601        192     10.7
CN0802700000000   08     027   Custer County, CO                                 2010         1,993        1,850        143      7.2
CN0802900000000   08     029   Delta County, CO                                  2010        16,413       14,816      1,597      9.7
CN0803100000000   08     031   Denver County/city, CO                            2010       322,548      290,344     32,204     10.0
CN0803300000000   08     033   Dolores County, CO                                2010         1,060          879        181     17.1
CN0803500000000   08     035   Douglas County, CO                                2010       159,928      148,555     11,373      7.1
CN0803700000000   08     037   Eagle County, CO                                  2010        29,674       26,836      2,838      9.6
CN0803900000000   08     039   Elbert County, CO                                 2010        12,885       11,815      1,070      8.3
CN0804100000000   08     041   El Paso County, CO                                2010       301,527      271,955     29,572      9.8
CN0804300000000   08     043   Fremont County, CO                                2010        20,059       17,987      2,072     10.3
CN0804500000000   08     045   Garfield County, CO                               2010        33,006       29,664      3,342     10.1
CN0804700000000   08     047   Gilpin County, CO                                 2010         3,603        3,321        282      7.8
CN0804900000000   08     049   Grand County, CO                                  2010         8,787        7,984        803      9.1
CN0805100000000   08     051   Gunnison County, CO                               2010         9,223        8,565        658      7.1
CN0805300000000   08     053   Hinsdale County, CO                               2010           605          578         27      4.5
CN0805500000000   08     055   Huerfano County, CO                               2010         3,282        2,892        390     11.9
CN0805700000000   08     057   Jackson County, CO                                2010         1,244        1,161         83      6.7
CN0805900000000   08     059   Jefferson County, CO                              2010       304,783      278,408     26,375      8.7
CN0806100000000   08     061   Kiowa County, CO                                  2010           941          890         51      5.4
CN0806300000000   08     063   Kit Carson County, CO                             2010         4,706        4,482        224      4.8
CN0806500000000   08     065   Lake County, CO                                   2010         3,635        3,153        482     13.3
CN0806700000000   08     067   La Plata County, CO                               2010        30,524       28,344      2,180      7.1
CN0806900000000   08     069   Larimer County, CO                                2010       177,846      164,574     13,272      7.5
CN0807100000000   08     071   Las Animas County, CO                             2010         8,198        7,403        795      9.7
CN0807300000000   08     073   Lincoln County, CO                                2010         3,055        2,903        152      5.0
CN0807500000000   08     075   Logan County, CO                                  2010        11,429       10,632        797      7.0
CN0807700000000   08     077   Mesa County, CO                                   2010        79,865       71,271      8,594     10.8
CN0807900000000   08     079   Mineral County, CO                                2010           457          428         29      6.3
CN0808100000000   08     081   Moffat County, CO                                 2010         8,613        7,789        824      9.6
CN0808300000000   08     083   Montezuma County, CO                              2010        13,254       12,029      1,225      9.2
CN0808500000000   08     085   Montrose County, CO                               2010        20,591       18,270      2,321     11.3
CN0808700000000   08     087   Morgan County, CO                                 2010        15,041       13,996      1,045      6.9
CN0808900000000   08     089   Otero County, CO                                  2010         9,276        8,472        804      8.7
CN0809100000000   08     091   Ouray County, CO                                  2010         2,762        2,547        215      7.8
CN0809300000000   08     093   Park County, CO                                   2010         9,145        8,321        824      9.0
CN0809500000000   08     095   Phillips County, CO                               2010         2,481        2,363        118      4.8
CN0809700000000   08     097   Pitkin County, CO                                 2010        10,825        9,929        896      8.3
CN0809900000000   08     099   Prowers County, CO                                2010         6,765        6,326        439      6.5
CN0810100000000   08     101   Pueblo County, CO                                 2010        75,842       67,868      7,974     10.5
CN0810300000000   08     103   Rio Blanco County, CO                             2010         4,391        4,105        286      6.5
CN0810500000000   08     105   Rio Grande County, CO                             2010         6,708        6,140        568      8.5
CN0810700000000   08     107   Routt County, CO                                  2010        14,472       13,092      1,380      9.5
CN0810900000000   08     109   Saguache County, CO                               2010         3,341        3,022        319      9.5
CN0811100000000   08     111   San Juan County, CO                               2010           558          494         64     11.5
CN0811300000000   08     113   San Miguel County, CO                             2010         5,123        4,731        392      7.7
CN0811500000000   08     115   Sedgwick County, CO                               2010         1,622        1,537         85      5.2
CN0811700000000   08     117   Summit County, CO                                 2010        16,494       15,180      1,314      8.0
CN0811900000000   08     119   Teller County, CO                                 2010        12,725       11,506      1,219      9.6
CN0812100000000   08     121   Washington County, CO                             2010         2,856        2,697        159      5.6
CN0812300000000   08     123   Weld County, CO                                   2010       121,562      109,139     12,423     10.2
CN0812500000000   08     125   Yuma County, CO                                   2010         6,637        6,350        287      4.3
CN0900100000000   09     001   Fairfield County, CT                              2010       479,548      439,170     40,378      8.4
CN0900300000000   09     003   Hartford County, CT                               2010       471,273      424,956     46,317      9.8
CN0900500000000   09     005   Litchfield County, CT                             2010       106,189       96,648      9,541      9.0
CN0900700000000   09     007   Middlesex County, CT                              2010        94,443       86,927      7,516      8.0
CN0900900000000   09     009   New Haven County, CT                              2010       456,436      409,402     47,034     10.3
CN0901100000000   09     011   New London County, CT                             2010       152,626      139,078     13,548      8.9
CN0901300000000   09     013   Tolland County, CT                                2010        87,273       80,382      6,891      7.9
CN0901500000000   09     015   Windham County, CT                                2010        65,405       58,496      6,909     10.6
CN1000100000000   10     001   Kent County, DE                                   2010        75,174       68,995      6,179      8.2
CN1000300000000   10     003   New Castle County, DE                             2010       269,471      248,026     21,445      8.0
CN1000500000000   10     005   Sussex County, DE                                 2010        92,941       85,592      7,349      7.9
CN1100100000000   11     001   District of Columbia                              2010       345,566      310,842     34,724     10.0
CN1200100000000   12     001   Alachua County, FL                                2010       131,161      120,846     10,315      7.9
CN1200300000000   12     003   Baker County, FL                                  2010        12,374       11,074      1,300     10.5
CN1200500000000   12     005   Bay County, FL                                    2010        89,992       80,956      9,036     10.0
CN1200700000000   12     007   Bradford County, FL                               2010        12,502       11,348      1,154      9.2
CN1200900000000   12     009   Brevard County, FL                                2010       267,928      238,064     29,864     11.1
CN1201100000000   12     011   Broward County, FL                                2010       981,403      886,973     94,430      9.6
CN1201300000000   12     013   Calhoun County, FL                                2010         5,959        5,407        552      9.3
CN1201500000000   12     015   Charlotte County, FL                              2010        70,651       62,197      8,454     12.0
CN1201700000000   12     017   Citrus County, FL                                 2010        57,028       49,760      7,268     12.7
CN1201900000000   12     019   Clay County, FL                                   2010        96,530       86,725      9,805     10.2
CN1202100000000   12     021   Collier County, FL                                2010       145,190      128,346     16,844     11.6
CN1202300000000   12     023   Columbia County, FL                               2010        31,621       28,433      3,188     10.1
CN1202700000000   12     027   DeSoto County, FL                                 2010        15,254       13,623      1,631     10.7
CN1202900000000   12     029   Dixie County, FL                                  2010         5,758        5,010        748     13.0
CN1203100000000   12     031   Duval County, FL                                  2010       444,230      393,259     50,971     11.5
CN1203300000000   12     033   Escambia County, FL                               2010       139,249      124,868     14,381     10.3
